Quantity,Scale,Ingredient,Ingredient_cpl,Number,Unit,ID
100,g,chocolat,dessert à 70% de cacao,8,personnes,29574
80,g,chocolat,à dessert « normal »,8,personnes,29574
120,g,sucre,+ une cuillère à soupe pour la chantilly,8,personnes,29574
5,,oeufs,,8,personnes,29574
80,g,beurre,,8,personnes,29574
1,cuillère à soupe,farine,(environ 40 g),8,personnes,29574
1,cuillère,café,de bicarbonate de soude (pour « alléger »!!),8,personnes,29574
500,g,fraises,,8,personnes,29574
40,cl,crème liquide,non allégée,8,personnes,29574
2,sachets,sucre vanillé,,8,personnes,29574
250,g,mascarpone,,8,personnes,96180
200,g,spéculoos,,8,personnes,96180
2,,jaunes d'oeuf,,8,personnes,96180
3,cuillères à soupe,sucre,,8,personnes,96180
,,Lait,,8,personnes,96180
50,g,pruneau,dénoyautés,6,personnes,21033
50,,g d'abricot,secs,6,personnes,21033
50,g,raisins secs,,6,personnes,21033
10,cl,rhum,,6,personnes,21033
400,g,pain,rassis,6,personnes,21033
50,cl,lait,,6,personnes,21033
150,g,sucre,,6,personnes,21033
1,gousse,vanille,,6,personnes,21033
4,,oeufs,entiers + 2 blancs d'oeufs,6,personnes,21033
1,pincée,sel,,6,personnes,21033
10,morceaux,sucre,,6,personnes,21033
3,,poires,William bien mûres,5,personnes,42209
50,g,sucre,,5,personnes,42209
3,feuilles,gélatine,,5,personnes,42209
20,cl,crème liquide,(froide),5,personnes,42209
,,Citron,,5,personnes,42209
1,cuillère à café d'extrait,vanille,"(ou alcool de poire), facultatif",5,personnes,42209
6,,oeufs,,6,Personnes,310392
200,g,chocolat noir,,6,Personnes,310392
250,g,fraise gariguette,,6,Personnes,310392
1,pincée,sel,,6,Personnes,310392
150,g,riz rond,demi-complet,5,personnes,223096
85,g,sucre roux,ou brun si possible,5,personnes,223096
60,cl,lait,,5,personnes,223096
40,cl,lait de coco,,5,personnes,223096
4,cuillères à soupe,fruit confit,"en petits morceaux, ou si vous n'aimez pas ça, des raisins secs ou des morceaux d'écorce d'agrume",5,personnes,223096
2,cuillères,gingembre,en poudre,5,personnes,223096
1,cuillère à café,cardamome,en poudre,5,personnes,223096
4,,jaunes d'oeuf,,4,personnes,42350
4,cuillères à soupe,sucre glace,(impalpable),4,personnes,42350
4,cuillères à soupe,vin blanc,,4,personnes,42350
,,Citron vert,(lime),4,personnes,42350
250,g,beurre,(1 cup),30,grands cookies,25973
125,g,sucre,cristallisé (1/2 cup),30,grands cookies,25973
350,g,sucre brun,(1 1/2 cup),30,grands cookies,25973
2,,oeufs,,30,grands cookies,25973
2,cuillères,thé,d'extrait de vanille,30,grands cookies,25973
350,g,farine,(2 1/2 cup),30,grands cookies,25973
1,cuillère,thé,de bicarbonate de soude,30,grands cookies,25973
1,cuillère,thé,de levure en poudre,30,grands cookies,25973
,,Sel,,30,grands cookies,25973
350,g,chocolat,,30,grands cookies,25973
250,g,farine,,6,personnes,17154
1,,oeuf,,6,personnes,17154
125,g,beurre,,6,personnes,17154
1,dl,lait,,6,personnes,17154
10,g,levure de boulanger,,6,personnes,17154
10,g,sucre,,6,personnes,17154
1,pincée,sel,,6,personnes,17154
125,g,vergeoise blonde,,6,personnes,17154
1,,jaune d'oeuf,,6,personnes,17154
2,cuillères à soupe,lait,(ou de crème liquide),6,personnes,17154
30,g,beurre,,6,personnes,17154
250,g,farine,,6,personnes,87051
125,g,beurre,(ou moins),6,personnes,87051
1,pincée,sel,,6,personnes,87051
,,Eau,,6,personnes,87051
15,cl,jus de citron,"(choisir des citrons non traités, environ 4 citrons)",6,personnes,87051
120,g,sucre semoule,,6,personnes,87051
120,g,beurre,,6,personnes,87051
200,,g d'oeuf,entiers (environ 4 œufs),6,personnes,87051
3,zestes,citron,,6,personnes,87051
7.5,g,gélatine,"soit 4,5 feuilles de gélatine",6,personnes,87051
2,,pommes,golden ou granny,6,personnes,69517
2,,poires,williams rouge,6,personnes,69517
1,,pâte sablée,pur beurre,6,personnes,69517
2,cuillères à soupe,crème fraîche,semi-épaisse,6,personnes,69517
2,cuillères à soupe,miel,,6,personnes,69517
30,g,beurre salé,,6,personnes,69517
1,cuillère à soupe,sucre en poudre,,6,personnes,69517
1,rouleau,pâte feuilletée,,6,personnes,92864
4,,oeufs,,6,personnes,92864
100,g,sucre de canne,,6,personnes,92864
2,sachets,sucre vanillé,,6,personnes,92864
1,boîte,400 g de lait de coco,,6,personnes,92864
3,,bananes,,6,personnes,92864
,,Pomme,rouges,6,personnes,92864
1,,pâte sablée,ou brisée,5,personnes,25950
500,g,framboises,,5,personnes,25950
150,g,crème fraîche,entière,5,personnes,25950
1,cuillère à soupe,sucre glace,,5,personnes,25950
4,cuillères à soupe,gelée,de groseille ou de framboise,5,personnes,25950
1,poignée d'aman,s,effilées grillées,5,personnes,25950
60,g,farine,,4,personnes,28040
60,g,pain,dur réduit en poudre ou chapelure,4,personnes,28040
50,g,beurre,mou coupé en morceaux,4,personnes,28040
60,g,sucre,,4,personnes,28040
180,g,fruits secs,"coupés en petits morceaux (sauf raisins !) moi, j'ai utilisé, raisins secs + dattes + pruneaux) vous pouvez tester abricots, figues ou autres fruits sec... essayer d'utiliser au moins 2 sortes différentes",4,personnes,28040
1,pincée,sel,,4,personnes,28040
,,zeste d'orange,,4,personnes,28040
1,cuillère à soupe,gingembre,frais râpé (c'est ce qui donne le goût sublime à cette recette),4,personnes,28040
1,,oeuf,battu en omelette,4,personnes,28040
7.5,cl,lait,,4,personnes,28040
,,Confiture,au choix ou miel ou sirop d'érable ou sucre glace ou ganache chocolat,4,personnes,28040
150,g,pruneau,dénoyautés,6,personnes,49105
10,cl,marc,de Bourgogne,6,personnes,49105
150,g,sucre en poudre,,6,personnes,49105
50,cl,lait entier,,6,personnes,49105
120,g,crème fraîche liquide,,6,personnes,49105
3,,oeufs,,6,personnes,49105
1,boîte,fruits,au sirop 500 g,6,personnes,105766
25,cl,champagne,brut,6,personnes,105766
150,g,sucre,,6,personnes,105766
1,,citron,,6,personnes,105766
1,,blanc d'oeuf,,6,personnes,105766
3,,oeufs,,4,personnes,69372
50,g,sucre,,4,personnes,69372
7.5,,cl d'eau,de rose,4,personnes,69372
250,g,mascarpone,,4,personnes,69372
10,cl,crème fleurette,,4,personnes,69372
15,biscuit roses,Reims,,4,personnes,69372
250,g,framboises,,4,personnes,69372
150,g,litchi,(frais ou au sirop),4,personnes,69372
5,cl,sirop,de rose,4,personnes,69372
7.5,,cl d'eau,de rose,4,personnes,69372
5,cl,sirop,de litchis (conserve),4,personnes,69372
150,g,chocolat noir,,4,personnes,15061
50,g,farine,fluide,4,personnes,15061
1,cuillère à soupe,crème fraîche liquide,,4,personnes,15061
1,morceau,potiron,de 100 g,4,personnes,15061
20,g,beurre,,4,personnes,15061
120,g,sucre fin,,4,personnes,15061
1,pincée,cannelle,,4,personnes,15061
80,g,poudre d'amandes,,4,personnes,15061
2,,blancs d'oeuf,,4,personnes,15061
200,g,cassonade,,6,personnes,81820
3,cuillères à soupe,farine,,6,personnes,81820
10,cl,lait,,6,personnes,81820
60,g,beurre,,6,personnes,81820
1,,oeuf,,6,personnes,81820
250,g,pâte brisée,,6,personnes,81820
120,g,farine,,6,personnes,60612
120,g,sucre,,6,personnes,60612
1/2,sachet,levure chimique,,6,personnes,60612
4,,oeufs,,6,personnes,60612
2,,jaunes d'oeuf,,6,personnes,60612
65,g,sucre,,6,personnes,60612
20,g,farine,,6,personnes,60612
25,cl,lait,,6,personnes,60612
1,cuillère à café,vanille,liquide,6,personnes,60612
2,cuillères à soupe,grand-marnier,,6,personnes,60612
10,,cl d'eau,,6,personnes,60612
7.5,cl,grand-marnier,,6,personnes,60612
100,g,sucre,,6,personnes,60612
,Aman,s,effilées (une poignée),6,personnes,60612
200,g,beurre,,24,pièces,173723
150,g,sucre en poudre,,24,pièces,173723
3,cuillères à soupe,miel,,24,pièces,173723
250,g,farine,,24,pièces,173723
1/2,sachet,levure chimique,,24,pièces,173723
80,g d'aman,s,effilées,24,pièces,173723
800,g,farine,45,10,Personnes,339435
30,cl,lait,,10,Personnes,339435
2,cuillères à café,sel,,10,Personnes,339435
80,g,sucre,,10,Personnes,339435
200,g,beurre,,10,Personnes,339435
120,g,spéculoos,,10,Personnes,339435
4,,oeufs,(dont un pour le dorage),10,Personnes,339435
30,g,levure,fraîche,10,Personnes,339435
110,g,chocolat pâtissier,,6,personnes,36531
30,g,sucre,,6,personnes,36531
25,cl,lait,,6,personnes,36531
2,,oeufs,,6,personnes,36531
12,cl,crème liquide,entière,6,personnes,36531
3,feuilles,gélatine,,6,personnes,36531
150,g,farine,,20,biscuits,195899
50,g,beurre,,20,biscuits,195899
100,g,sucre,,20,biscuits,195899
100,g,beurre de cacahuètes,,20,biscuits,195899
1,,oeuf,,20,biscuits,195899
3,,oeufs,,8,personnes,229632
100,g,sucre,(le sucre glace donne une meilleure texture),8,personnes,229632
100,g,beurre,,8,personnes,229632
150,g,farine,,8,personnes,229632
100,g,Noix concassé,,8,personnes,229632
50,g,noisettes,en poudre,8,personnes,229632
3,cuillères à soupe,miel,,8,personnes,229632
1/2,sachet,levure chimique,,8,personnes,229632
600,g,fraises,,10,verrines,218045
150,g,myrtilles,,10,verrines,218045
50,cl,lait,,10,verrines,218045
2,,oeufs,,10,verrines,218045
200,g,sucre en poudre,,10,verrines,218045
75,g,farine,,10,verrines,218045
1/2,gousse,vanille,,10,verrines,218045
250,g,beurre,,10,verrines,218045
100,g,pâte d'amande,rose et verte,10,verrines,218045
10,,sablés,au noix de pécan ou palets bretons,10,verrines,218045
200,g,beurre,de noisettes,8,biscuits,334877
1,,oeuf,,8,biscuits,334877
1/2,cuillère,thé,de bicarbonate de soude,8,biscuits,334877
1/2,cuillère,thé,de levure,8,biscuits,334877
100,g,chocolat noir,en morceaux (ou pépites de chocolat),8,biscuits,334877
1,grosse boîte,purée de marron,,6,personnes,13147
100,g,beurre,très fin,6,personnes,13147
150,g,chocolat,,6,personnes,13147
90,g,sucre semoule,,6,personnes,13147
,,Sucre glace,,6,personnes,13147
,cuillère à soupe,rhum,,6,personnes,13147
,,Whisky,ou cognac,6,personnes,13147
150,,chocolat noir,de couverture à 60% de cacao,8,personnes,93945
100,g,beurre demi-sel,,8,personnes,93945
2,,oeufs,,8,personnes,93945
200,g,sucre en poudre,,8,personnes,93945
100,g,farine,,8,personnes,93945
1,sachet,levure chimique,,8,personnes,93945
100,g,pistaches,"décortiquées, non salées.",8,personnes,93945
150,g,farine,,6,personnes,42773
1/2,paquet,levure,,6,personnes,42773
130,g,sucre,,6,personnes,42773
3,,oeufs,,6,personnes,42773
4,,mis de poire,au sirop,6,personnes,42773
1,cuillère à café,cannelle,,6,personnes,42773
,,Raisins secs,"trempés, noix, noisettes ou autre selon vos envies",6,personnes,42773
10,cl,lait entier,,12,Personnes,328652
1,gousse,vanille,,12,Personnes,328652
3,,oeufs,entiers,12,Personnes,328652
3,,jaunes d'oeuf,,12,Personnes,328652
140,g,sucre,,12,Personnes,328652
1,l,crème liquide,,12,Personnes,328652
,Cassona,,pour caraméliser,12,Personnes,328652
24,,biscuits à la cuillère,ou des biscuits roses de Reims,8,personnes,55045
1,,nappage,framboise (type vahiné),8,personnes,55045
500,g,fromage blanc,en faisselle,8,personnes,55045
1,,blanc d'oeuf,,8,personnes,55045
1,cuillère à soupe,sucre,,8,personnes,55045
4,feuilles,gélatine,,8,personnes,55045
,,Framboises,fraîches ou surgelées,8,personnes,55045
75,g,sucre,,6,personnes,313105
70,g,farine,,6,personnes,313105
3,,oeufs,,6,personnes,313105
5,,gouttes d'arôme,de vanille,6,personnes,313105
5,,pommes,,6,personnes,313105
50,g,beurre,demi sel,6,personnes,313105
80,g,sucre roux,,6,personnes,313105
6,pincées,cannelle,,6,personnes,313105
3,cuillères,pâte à tartiner,,6,personnes,313105
3,,spéculoos,,6,personnes,313105
3,,galettes (bretonnes),au beurre,6,personnes,313105
4,,cornets,gaufrettes de bonne qualité (type cornet de glace),4,personnes,46380
150,g,nappage chocolat,,4,personnes,46380
1,cuillère à soupe,crème fraîche épaisse,,4,personnes,46380
100,g,crème fraîche liquide,,4,personnes,46380
50,g,pralin,en poudre,4,personnes,46380
100,g,chocolat,,4,personnes,46380
1,cuillère à café,vanille,liquide,4,personnes,46380
16,,biscuits à la cuillère,,6,personnes,48332
150,g,coulis framboise,,6,personnes,48332
1,sachet,sucre vanillé,,6,personnes,48332
1,pincée,gingembre,en poudre,6,personnes,48332
1/2,l,framboises,avec morceaux,6,personnes,48332
1/2,l,fraises,avec morceaux,6,personnes,48332
1/2,l,glace vanille,macaron,6,personnes,48332
,,Fruits rouges,,6,personnes,48332
,,Crème,légère en bombe pour le décor,6,personnes,48332
4,,oeufs,,8,personne,341941
125,g,sucre semoule,,8,personne,341941
80,g,farine,,8,personne,341941
80,g,beurre,fondu,8,personne,341941
25,cl,lait entier,,8,personne,341941
1,sachet,sucre vanillé,,8,personne,341941
300,g,cerises,,8,personne,341941
300,g,pruneau,,8,personne,341941
1,,pomme,du jardin,8,personne,341941
250,g,farine,,15,cookies,336910
100,g,cassonade,,15,cookies,336910
1,pincée,sel,,15,cookies,336910
1,sachet,sucre vanillé,,15,cookies,336910
,moitié,levure,,15,cookies,336910
1,,oeuf,,15,cookies,336910
125,g,beurre,,15,cookies,336910
1,cuillère à café,miel,,15,cookies,336910
,,Chocolat blanc,"(à couper en petits morceaux, quantité selon vos envies)",15,cookies,336910
,,Fruits rouges,moelleux (quantité selon vos goûts),15,cookies,336910
2,cuillères à soupe,sucre,,6,personnes,21379
3,cuillères à soupe,chocolat en poudre,,6,personnes,21379
2,,maïzena,,6,personnes,21379
3/4,l,lait,demi écrémé (ou écrémé),6,personnes,21379
60,g,sucre,,5,personnes,307706
250,g,mascarpone,,5,personnes,307706
5,cuillères à soupe,nutella,,5,personnes,307706
2,,oeufs,,5,personnes,307706
1,l,lait,,12,personnes,81772
5,,oeufs,,12,personnes,81772
200,g,farine,,12,personnes,81772
300,g,sucre,,12,personnes,81772
500,g,farine,,10,brioches,312271
180,ml,lait,,10,brioches,312271
1,,oeuf,,10,brioches,312271
1,cuillère à café,sel,,10,brioches,312271
60,g,beurre,,10,brioches,312271
80,g,sucre,,10,brioches,312271
1,sachet,levure de boulanger,déshydratée,10,brioches,312271
,,Eau,de fleur d’oranger,10,brioches,312271
,,Confiture,,10,brioches,312271
,,Sucre glace,,10,brioches,312271
350,g,farine,,12,unités,11094
15,cl,lait,,12,unités,11094
25,g,beurre,,12,unités,11094
80,g,cassonade,,12,unités,11094
1,,oeuf,,12,unités,11094
1/2,cuillère à café,sel,,12,unités,11094
1,sachet,levure de boulanger,lyophilisée,12,unités,11094
4,pincées,cannelle,en poudre,12,unités,11094
50,cl d'huile d'arachi,,,12,unités,11094
,,Sucre en poudre,,12,unités,11094
20,,cl d'eau,,20,choux,307865
1,pincée,sel,,20,choux,307865
2,cuillères à soupe,sucre,,20,choux,307865
75,g,beurre,,20,choux,307865
125,g,farine,,20,choux,307865
4,,oeufs,,20,choux,307865
50,cl,lait,,20,choux,307865
100,g,chocolat noir,,20,choux,307865
1,,oeuf,entier,20,choux,307865
50,g,sucre,,20,choux,307865
40,g,farine,,20,choux,307865
200,g,chocolat,,20,choux,307865
,,Sucre glace,,20,choux,307865
1,barquette,fraises,(fruits frais),4,personnes,36595
,,Crème fleurette,(20cl),4,personnes,36595
1,poignée,fraises tagada®,®,4,personnes,36595
4,,pommes,,4,personnes,32029
1,,citron,,4,personnes,32029
100,g,farine,,4,personnes,32029
50,g,beurre,,4,personnes,32029
50,g,sucre,+ 2 cuillères à soupe,4,personnes,32029
2,,bananes,très mures,2,personnes,83674
2,noix,beurre,,2,personnes,83674
6,,petits beurre,ou speculoos,2,personnes,83674
1,cuillère à soupe,cassonade,,2,personnes,83674
1,,chocolat noir,,2,personnes,83674
250,g,farine,,6,personnes,27952
1/2,paquet,levure,fraîche,6,personnes,27952
12.5,cl,lait,,6,personnes,27952
50,g,sucre,,6,personnes,27952
1,,oeuf,,6,personnes,27952
50,g,beurre,,6,personnes,27952
,,Sel,,6,personnes,27952
20,cl,crème fraîche,,8,Personnes,314321
250,g,poudre d'amandes,,8,Personnes,314321
100,g,sucre,,8,Personnes,314321
2,sachets,sucre vanillé,,8,Personnes,314321
2,,jaunes d'oeuf,,8,Personnes,314321
1,,oeuf,,8,Personnes,314321
100,g,beurre,,8,Personnes,314321
2,,pâtes feuilletées,,8,Personnes,314321
1/4,,eau,,4,personnes,17406
100,g,beurre,,4,personnes,17406
125,g,farine,tamisée,4,personnes,17406
4,,oeufs,,4,personnes,17406
1,pincée,sel,,4,personnes,17406
500,g,fromage blanc,lisse 0%,6,personnes,24305
50,g,farine,,6,personnes,24305
6,cuillères à soupe,fructose,,6,personnes,24305
4,,oeufs,,6,personnes,24305
1,boîte,fraises,au sirop,6,personnes,24305
100,g,beurre tendre,,6,Personnes,320089
150,g,sucre,,6,Personnes,320089
1,pincée,sel,,6,Personnes,320089
3,,oeufs,,6,Personnes,320089
200,g,farine,,6,Personnes,320089
1/2,sachet,levure,,6,Personnes,320089
3,,oranges,(+ 1 pour la déco),6,Personnes,320089
90,g,sucre glace,,6,Personnes,320089
1,kg,framboises,,8,personnes,168998
130,g,beurre,,8,personnes,168998
55,g,sucre en poudre,,8,personnes,168998
340,g,mascarpone,,8,personnes,168998
70,g,sucre glace,,8,personnes,168998
1,sachet,sucre vanillé,,8,personnes,168998
200,g,biscuits secs,"(type thé chez ""LU""",8,personnes,168998
400,g,lait,,1,litre,58276
1,gousse,vanille,,1,litre,58276
1,sachet,sucre vanillé,,1,litre,58276
80,g,sucre,,1,litre,58276
1,,jaune d'oeuf,,1,litre,58276
150,g,crème fraîche,semi épaisse,1,litre,58276
,,Sauce caramel,(au beurre salé de préférence!),1,litre,58276
60,g,beurre,,4,personnes,58005
50,g,chocolat noir,,4,personnes,58005
3,,oeufs,,4,personnes,58005
40,g,farine,,4,personnes,58005
100,g,sucre,,4,personnes,58005
200,g,sucre,,4,personnes,58005
3,,cuillères à soupe d'eau,,4,personnes,58005
50,g,beurre,,4,personnes,58005
10,cl,crème fleurette,,4,personnes,58005
250,g,farine,,4,personnes,254427
250,g,sucre,,4,personnes,254427
6,,oeufs,,4,personnes,254427
2,pincées,levure chimique,,4,personnes,254427
30,g,chocolat noir,de qualité pâtisserie,4,personnes,254427
15,cl,crème liquide,,4,personnes,254427
8,,meringues,,4,personnes,254427
1,,cuillère à café d'édulcorant,,12,muffins,344906
2,,cuillères à café d'arôme vanille,,12,muffins,344906
2,,oeufs,,12,muffins,344906
90,,g d'avoine,,12,muffins,344906
2,,bananes,,12,muffins,344906
1,,yaourt nature,0 %,12,muffins,344906
1,sachet,levure chimique,,12,muffins,344906
6,,oeufs,(pour récupérer 200 g de blancs d’œuf),16,personnes,52925
250,g,poudre d'amandes,,16,personnes,52925
400,g,sucre glace,,16,personnes,52925
50,g,sucre en poudre,,16,personnes,52925
25,g,cacao,,16,personnes,52925
1,,orange,(non traitée pour récupérer 5 cl de jus et le zeste),16,personnes,52925
50,g,crème liquide,,16,personnes,52925
100,g,chocolat noir,en petits morceaux (ou râpé),16,personnes,52925
1,cuillère à café,cannelle,,16,personnes,52925
1,pincée,muscade,,16,personnes,52925
75,g,lait,"(7,5 cl)",48,madeleines moyennes,69849
160,g,sucre en poudre,,48,madeleines moyennes,69849
40,g,miel,,48,madeleines moyennes,69849
3,,oeufs,,48,madeleines moyennes,69849
250,g,farine,,48,madeleines moyennes,69849
9,g,levure chimique,,48,madeleines moyennes,69849
225,g,beurre,noisette,48,madeleines moyennes,69849
,,zeste d'orange,ou Grand Marnier,48,madeleines moyennes,69849
2,,fromage blanc,à 20% de matière grasse (200 g environ),2,personnes,67156
1/2,,citron,,2,personnes,67156
1,,oeuf,,2,personnes,67156
30,g,sucre en poudre,,2,personnes,67156
2,cuillères à soupe,crème fraîche,légère,2,personnes,67156
3,feuilles,gélatine,,2,personnes,67156
4,,blancs d'oeuf,,4,personnes,228419
250,g,sucre,,4,personnes,228419
20,cl,coulis framboise,,4,personnes,228419
,,Colorant alimentaire,,4,personnes,228419
50,cl,crème liquide,entière,8,personnes,310156
300,g,Coulis de fraise,,8,personnes,310156
2,cuillères à soupe,sucre glace,,8,personnes,310156
5,,oeufs,,10,Personnes,320487
150,g,sucre,,10,Personnes,320487
150,g,beurre,pommade,10,Personnes,320487
90,g,farine,,10,Personnes,320487
110,g,poudre de noisette,,10,Personnes,320487
